"date","county","state_name","county_fips_code","confirmed_cases","deaths"
2020-03-20,"Kansas City","Missouri",NA,12,0
2020-03-21,"Kansas City","Missouri",NA,13,0
2020-03-22,"Kansas City","Missouri",NA,13,0
2020-03-23,"Kansas City","Missouri",NA,18,0
2020-03-24,"Kansas City","Missouri",NA,30,0
2020-03-25,"Kansas City","Missouri",NA,51,0
2020-03-26,"Kansas City","Missouri",NA,64,0
2020-03-27,"Kansas City","Missouri",NA,78,0
2020-03-28,"Kansas City","Missouri",NA,94,0
2020-03-29,"Kansas City","Missouri",NA,102,0
2020-03-30,"Kansas City","Missouri",NA,100,0
2020-03-31,"Kansas City","Missouri",NA,119,0
2020-04-01,"Kansas City","Missouri",NA,128,0
2020-04-02,"Kansas City","Missouri",NA,139,1
2020-04-03,"Kansas City","Missouri",NA,153,1
2020-04-04,"Kansas City","Missouri",NA,172,1
2020-04-05,"Kansas City","Missouri",NA,175,1
2020-04-06,"Kansas City","Missouri",NA,212,1
2020-04-07,"Kansas City","Missouri",NA,219,7
2020-04-08,"Kansas City","Missouri",NA,249,7
2020-04-09,"Kansas City","Missouri",NA,257,8
2020-04-10,"Kansas City","Missouri",NA,283,8
2020-04-11,"Kansas City","Missouri",NA,298,8
2020-04-12,"Kansas City","Missouri",NA,308,8
2020-04-13,"Kansas City","Missouri",NA,329,8
2020-04-14,"Kansas City","Missouri",NA,346,12
2020-04-15,"Kansas City","Missouri",NA,371,12
2020-04-16,"Kansas City","Missouri",NA,386,12
2020-04-17,"Kansas City","Missouri",NA,401,13
2020-04-18,"Kansas City","Missouri",NA,412,13
2020-04-19,"Kansas City","Missouri",NA,418,13
2020-04-20,"Kansas City","Missouri",NA,420,13
2020-04-21,"Kansas City","Missouri",NA,438,13
2020-04-22,"Kansas City","Missouri",NA,448,13
2020-04-23,"Kansas City","Missouri",NA,461,14
2020-04-24,"Kansas City","Missouri",NA,472,15
2020-04-25,"Kansas City","Missouri",NA,486,15
2020-04-26,"Kansas City","Missouri",NA,493,15
2020-04-27,"Kansas City","Missouri",NA,500,15
2020-04-28,"Kansas City","Missouri",NA,511,16
2020-04-29,"Kansas City","Missouri",NA,520,16
2020-04-30,"Kansas City","Missouri",NA,545,16
2020-05-01,"Kansas City","Missouri",NA,578,16
2020-05-02,"Kansas City","Missouri",NA,597,16
2020-05-03,"Kansas City","Missouri",NA,609,16
2020-05-04,"Kansas City","Missouri",NA,659,16
2020-05-05,"Kansas City","Missouri",NA,683,16
2020-05-06,"Kansas City","Missouri",NA,706,16
2020-05-07,"Kansas City","Missouri",NA,723,16
2020-05-08,"Kansas City","Missouri",NA,739,16
2020-05-09,"Kansas City","Missouri",NA,752,16
2020-05-10,"Kansas City","Missouri",NA,767,16
2020-05-11,"Kansas City","Missouri",NA,783,16
2020-03-01,"New York City","New York",NA,1,0
2020-03-02,"New York City","New York",NA,1,0
2020-03-03,"New York City","New York",NA,2,0
2020-03-04,"New York City","New York",NA,2,0
2020-03-05,"New York City","New York",NA,4,0
2020-03-06,"New York City","New York",NA,5,0
2020-03-07,"New York City","New York",NA,12,0
2020-03-08,"New York City","New York",NA,14,0
2020-03-09,"New York City","New York",NA,20,0
2020-03-10,"New York City","New York",NA,37,0
2020-03-11,"New York City","New York",NA,52,0
2020-03-12,"New York City","New York",NA,96,0
2020-03-13,"New York City","New York",NA,155,0
2020-03-14,"New York City","New York",NA,269,1
2020-03-15,"New York City","New York",NA,330,5
2020-03-16,"New York City","New York",NA,464,7
2020-03-17,"New York City","New York",NA,646,11
2020-03-18,"New York City","New York",NA,1344,25
2020-03-19,"New York City","New York",NA,2477,31
2020-03-20,"New York City","New York",NA,4419,54
2020-03-21,"New York City","New York",NA,6226,75
2020-03-22,"New York City","New York",NA,9065,119
2020-03-23,"New York City","New York",NA,12329,155
2020-03-24,"New York City","New York",NA,14943,230
2020-03-25,"New York City","New York",NA,20061,330
2020-03-26,"New York City","New York",NA,23182,435
2020-03-27,"New York City","New York",NA,25509,560
2020-03-28,"New York City","New York",NA,30919,825
2020-03-29,"New York City","New York",NA,33983,991
2020-03-30,"New York City","New York",NA,38375,1202
2020-03-31,"New York City","New York",NA,43518,1475
2020-04-01,"New York City","New York",NA,47914,1848
2020-04-02,"New York City","New York",NA,52400,2152
2020-04-03,"New York City","New York",NA,57941,2648
2020-04-04,"New York City","New York",NA,64274,3221
2020-04-05,"New York City","New York",NA,68726,3646
2020-04-06,"New York City","New York",NA,73553,4857
2020-04-07,"New York City","New York",NA,78498,5631
2020-04-08,"New York City","New York",NA,83673,6441
2020-04-09,"New York City","New York",NA,89127,7249
2020-04-10,"New York City","New York",NA,94702,7981
2020-04-11,"New York City","New York",NA,100840,8734
2020-04-12,"New York City","New York",NA,105939,9448
2020-04-13,"New York City","New York",NA,109706,10096
2020-04-14,"New York City","New York",NA,113632,10857
2020-04-15,"New York City","New York",NA,121653,11566
2020-04-16,"New York City","New York",NA,126623,12109
2020-04-17,"New York City","New York",NA,131003,12283
2020-04-18,"New York City","New York",NA,135052,12411
2020-04-19,"New York City","New York",NA,138370,13632
2020-04-20,"New York City","New York",NA,140881,14074
2020-04-21,"New York City","New York",NA,143547,14513
2020-04-22,"New York City","New York",NA,146787,14959
2020-04-23,"New York City","New York",NA,150327,15361
2020-04-24,"New York City","New York",NA,155081,15754
2020-04-25,"New York City","New York",NA,159851,16146
2020-04-26,"New York City","New York",NA,163106,16486
2020-04-27,"New York City","New York",NA,165463,16821
2020-04-28,"New York City","New York",NA,167487,17206
2020-04-29,"New York City","New York",NA,170124,17597
2020-04-30,"New York City","New York",NA,172784,17809
2020-05-01,"New York City","New York",NA,174931,17931
2020-05-02,"New York City","New York",NA,177490,18021
2020-05-03,"New York City","New York",NA,179728,18451
2020-05-04,"New York City","New York",NA,181034,18580
2020-05-05,"New York City","New York",NA,182318,18719
2020-05-06,"New York City","New York",NA,183770,18993
2020-05-07,"New York City","New York",NA,185653,19141
2020-05-08,"New York City","New York",NA,187157,19210
2020-05-09,"New York City","New York",NA,188663,19324
2020-05-10,"New York City","New York",NA,189656,19436
2020-05-11,"New York City","New York",NA,190546,19563
2020-03-15,"Unknown","Guam",NA,3,0
2020-03-16,"Unknown","Guam",NA,3,0
2020-03-17,"Unknown","Guam",NA,3,0
2020-03-18,"Unknown","Guam",NA,8,0
2020-03-19,"Unknown","Guam",NA,12,0
2020-03-20,"Unknown","Guam",NA,14,0
2020-03-21,"Unknown","Guam",NA,15,0
2020-03-22,"Unknown","Guam",NA,27,1
2020-03-23,"Unknown","Guam",NA,29,1
2020-03-24,"Unknown","Guam",NA,32,1
2020-03-25,"Unknown","Guam",NA,32,1
2020-03-26,"Unknown","Guam",NA,49,1
2020-03-27,"Unknown","Guam",NA,53,1
2020-03-28,"Unknown","Guam",NA,57,1
2020-03-29,"Unknown","Guam",NA,58,1
2020-03-30,"Unknown","Guam",NA,60,1
2020-03-31,"Unknown","Guam",NA,139,2
2020-04-01,"Unknown","Guam",NA,147,3
2020-04-02,"Unknown","Guam",NA,152,3
2020-04-03,"Unknown","Guam",NA,154,4
2020-04-04,"Unknown","Guam",NA,223,4
2020-04-05,"Unknown","Guam",NA,265,4
2020-04-06,"Unknown","Guam",NA,266,4
2020-04-07,"Unknown","Guam",NA,274,4
2020-04-08,"Unknown","Guam",NA,409,4
2020-04-09,"Unknown","Guam",NA,542,4
2020-04-10,"Unknown","Guam",NA,577,4
2020-04-11,"Unknown","Guam",NA,681,5
2020-04-12,"Unknown","Guam",NA,716,5
2020-04-13,"Unknown","Guam",NA,719,6
2020-04-14,"Unknown","Guam",NA,721,6
2020-04-15,"Unknown","Guam",NA,750,6
2020-04-16,"Unknown","Guam",NA,790,6
2020-04-17,"Unknown","Guam",NA,796,6
2020-04-18,"Unknown","Guam",NA,805,6
2020-04-19,"Unknown","Guam",NA,808,6
2020-04-20,"Unknown","Guam",NA,811,6
2020-04-21,"Unknown","Guam",NA,852,6
2020-04-22,"Unknown","Guam",NA,911,6
2020-04-23,"Unknown","Guam",NA,979,6
2020-04-24,"Unknown","Guam",NA,997,6
2020-04-25,"Unknown","Guam",NA,997,6
2020-04-26,"Unknown","Guam",NA,997,6
2020-04-27,"Unknown","Guam",NA,1113,6
2020-04-28,"Unknown","Guam",NA,1114,6
2020-04-29,"Unknown","Guam",NA,1114,6
2020-04-30,"Unknown","Guam",NA,1115,6
2020-05-01,"Unknown","Guam",NA,1115,6
2020-05-02,"Unknown","Guam",NA,1117,6
2020-05-03,"Unknown","Guam",NA,1118,6
2020-05-04,"Unknown","Guam",NA,1118,6
2020-05-05,"Unknown","Guam",NA,1118,6
2020-05-06,"Unknown","Guam",NA,1118,6
2020-05-07,"Unknown","Guam",NA,1118,6
2020-05-08,"Unknown","Guam",NA,1120,6
2020-05-09,"Unknown","Guam",NA,1120,6
2020-05-10,"Unknown","Guam",NA,1120,6
2020-05-11,"Unknown","Guam",NA,1120,6
2020-04-17,"Unknown","Iowa",NA,1,0
2020-04-18,"Unknown","Iowa",NA,1,0
2020-04-21,"Unknown","Iowa",NA,3,2
2020-04-22,"Unknown","Iowa",NA,3,7
2020-04-23,"Unknown","Iowa",NA,3,7
2020-04-24,"Unknown","Iowa",NA,0,1
2020-04-27,"Unknown","Iowa",NA,7,8
2020-04-28,"Unknown","Iowa",NA,13,0
2020-04-29,"Unknown","Iowa",NA,20,0
2020-04-30,"Unknown","Iowa",NA,24,0
2020-05-01,"Unknown","Iowa",NA,63,0
2020-05-02,"Unknown","Iowa",NA,95,0
2020-05-03,"Unknown","Iowa",NA,124,0
2020-05-04,"Unknown","Iowa",NA,95,0
2020-05-06,"Unknown","Iowa",NA,13,0
2020-05-07,"Unknown","Iowa",NA,8,0
2020-05-08,"Unknown","Iowa",NA,17,0
2020-05-09,"Unknown","Iowa",NA,3,0
2020-05-11,"Unknown","Iowa",NA,5,0
2020-03-26,"Unknown","Ohio",NA,1,0
2020-03-26,"Unknown","Utah",NA,5,0
2020-03-27,"Unknown","Utah",NA,17,0
2020-03-28,"Unknown","Utah",NA,17,1
2020-03-29,"Unknown","Utah",NA,1,1
2020-03-30,"Unknown","Utah",NA,8,3
2020-03-31,"Unknown","Utah",NA,19,3
2020-04-01,"Unknown","Utah",NA,19,3
2020-04-02,"Unknown","Utah",NA,16,4
2020-04-03,"Unknown","Utah",NA,0,3
2020-04-04,"Unknown","Utah",NA,0,4
2020-04-05,"Unknown","Utah",NA,14,4
2020-04-06,"Unknown","Utah",NA,23,9
2020-04-07,"Unknown","Utah",NA,0,9
2020-04-09,"Unknown","Utah",NA,0,3
2020-04-10,"Unknown","Utah",NA,0,7
2020-04-11,"Unknown","Utah",NA,22,7
2020-04-12,"Unknown","Utah",NA,6,7
2020-04-13,"Unknown","Utah",NA,44,7
2020-04-14,"Unknown","Utah",NA,0,8
2020-04-15,"Unknown","Utah",NA,0,9
2020-04-16,"Unknown","Utah",NA,3,1
2020-04-17,"Unknown","Utah",NA,2,1
2020-04-18,"Unknown","Utah",NA,0,1
2020-04-19,"Unknown","Utah",NA,0,1
2020-04-20,"Unknown","Utah",NA,0,1
2020-04-21,"Unknown","Utah",NA,0,2
2020-04-22,"Unknown","Utah",NA,0,2
2020-04-23,"Unknown","Utah",NA,0,1
2020-04-24,"Unknown","Utah",NA,1,1
2020-04-25,"Unknown","Utah",NA,0,1
2020-04-26,"Unknown","Utah",NA,0,1
2020-04-27,"Unknown","Utah",NA,0,2
2020-04-28,"Unknown","Utah",NA,0,2
2020-04-29,"Unknown","Utah",NA,0,2
2020-04-30,"Unknown","Utah",NA,11,2
2020-05-01,"Unknown","Utah",NA,0,1
2020-05-02,"Unknown","Utah",NA,0,2
2020-05-03,"Unknown","Utah",NA,8,2
2020-05-04,"Unknown","Utah",NA,0,2
2020-05-05,"Unknown","Utah",NA,0,3
2020-05-06,"Unknown","Utah",NA,0,3
2020-05-07,"Unknown","Utah",NA,1,3
2020-05-08,"Unknown","Utah",NA,2,3
2020-05-09,"Unknown","Utah",NA,17,2
2020-05-10,"Unknown","Utah",NA,11,3
2020-03-26,"Unknown","Idaho",NA,1,0
2020-03-27,"Unknown","Idaho",NA,1,0
2020-04-10,"Unknown","Idaho",NA,3,0
2020-03-16,"Unknown","Maine",NA,1,0
2020-03-17,"Unknown","Maine",NA,3,0
2020-03-18,"Unknown","Maine",NA,3,0
2020-03-19,"Unknown","Maine",NA,3,0
2020-03-20,"Unknown","Maine",NA,3,0
2020-03-21,"Unknown","Maine",NA,3,0
2020-03-22,"Unknown","Maine",NA,5,0
2020-03-23,"Unknown","Maine",NA,5,0
2020-03-24,"Unknown","Maine",NA,5,0
2020-03-25,"Unknown","Maine",NA,5,0
2020-03-26,"Unknown","Maine",NA,5,0
2020-03-27,"Unknown","Maine",NA,5,0
2020-03-28,"Unknown","Maine",NA,5,0
2020-03-29,"Unknown","Maine",NA,5,1
2020-03-30,"Unknown","Maine",NA,5,1
2020-03-31,"Unknown","Maine",NA,6,0
2020-04-01,"Unknown","Maine",NA,7,0
2020-04-02,"Unknown","Maine",NA,8,0
2020-04-03,"Unknown","Maine",NA,11,0
2020-04-04,"Unknown","Maine",NA,12,0
2020-04-05,"Unknown","Maine",NA,11,0
2020-04-06,"Unknown","Maine",NA,11,0
2020-04-07,"Unknown","Maine",NA,9,0
2020-04-08,"Unknown","Maine",NA,8,0
2020-04-09,"Unknown","Maine",NA,4,0
2020-04-10,"Unknown","Maine",NA,3,0
2020-04-11,"Unknown","Maine",NA,3,0
2020-04-12,"Unknown","Maine",NA,3,0
2020-04-13,"Unknown","Maine",NA,5,0
2020-04-14,"Unknown","Maine",NA,2,0
2020-04-15,"Unknown","Maine",NA,2,0
2020-04-16,"Unknown","Maine",NA,2,0
2020-04-17,"Unknown","Maine",NA,2,0
2020-04-18,"Unknown","Maine",NA,1,0
2020-04-19,"Unknown","Maine",NA,2,0
2020-04-20,"Unknown","Maine",NA,1,0
2020-04-21,"Unknown","Maine",NA,1,0
2020-04-22,"Unknown","Maine",NA,2,0
2020-04-25,"Unknown","Maine",NA,2,0
2020-04-26,"Unknown","Maine",NA,2,0
2020-04-27,"Unknown","Maine",NA,2,0
2020-04-28,"Unknown","Maine",NA,1,0
2020-04-29,"Unknown","Maine",NA,2,0
2020-04-30,"Unknown","Maine",NA,1,0
2020-05-04,"Unknown","Maine",NA,2,0
2020-05-07,"Unknown","Maine",NA,2,0
2020-05-08,"Unknown","Maine",NA,6,0
2020-05-09,"Unknown","Maine",NA,1,0
2020-05-10,"Unknown","Maine",NA,3,0
2020-05-11,"Unknown","Maine",NA,6,0
2020-04-02,"Unknown","Alaska",NA,1,0
2020-04-08,"Unknown","Alaska",NA,1,0
2020-03-23,"Unknown","Hawaii",NA,5,0
2020-03-24,"Unknown","Hawaii",NA,20,0
2020-03-25,"Unknown","Hawaii",NA,5,0
2020-03-26,"Unknown","Hawaii",NA,5,0
2020-03-27,"Unknown","Hawaii",NA,5,0
2020-03-28,"Unknown","Hawaii",NA,5,0
2020-03-29,"Unknown","Hawaii",NA,10,0
2020-03-30,"Unknown","Hawaii",NA,8,0
2020-03-31,"Unknown","Hawaii",NA,15,0
2020-04-01,"Unknown","Hawaii",NA,18,0
2020-04-02,"Unknown","Hawaii",NA,20,0
2020-04-03,"Unknown","Hawaii",NA,11,1
2020-04-04,"Unknown","Hawaii",NA,8,1
2020-04-05,"Unknown","Hawaii",NA,10,1
2020-04-06,"Unknown","Hawaii",NA,9,0
2020-04-07,"Unknown","Hawaii",NA,7,0
2020-04-08,"Unknown","Hawaii",NA,7,0
2020-04-09,"Unknown","Hawaii",NA,3,0
2020-04-10,"Unknown","Hawaii",NA,4,0
2020-04-11,"Unknown","Hawaii",NA,3,0
2020-04-12,"Unknown","Hawaii",NA,3,0
2020-04-13,"Unknown","Hawaii",NA,3,0
2020-04-14,"Unknown","Hawaii",NA,3,0
2020-04-15,"Unknown","Hawaii",NA,1,0
2020-04-16,"Unknown","Hawaii",NA,5,0
2020-04-10,"Unknown","Kansas",NA,0,4
2020-04-11,"Unknown","Kansas",NA,0,4
2020-04-12,"Unknown","Kansas",NA,0,3
2020-04-14,"Unknown","Kansas",NA,0,2
2020-04-15,"Unknown","Kansas",NA,0,2
2020-04-17,"Unknown","Kansas",NA,0,1
2020-04-18,"Unknown","Kansas",NA,0,1
2020-03-19,"Unknown","Nevada",NA,4,0
2020-03-20,"Unknown","Nevada",NA,11,0
2020-03-21,"Unknown","Nevada",NA,11,0
2020-03-22,"Unknown","Nevada",NA,33,0
2020-03-23,"Unknown","Nevada",NA,82,0
2020-03-24,"Unknown","Nevada",NA,82,0
2020-03-25,"Unknown","Nevada",NA,90,4
2020-03-26,"Unknown","Nevada",NA,107,0
2020-03-27,"Unknown","Nevada",NA,91,0
2020-03-28,"Unknown","Nevada",NA,101,0
2020-03-29,"Unknown","Nevada",NA,269,0
2020-03-30,"Unknown","Nevada",NA,150,0
2020-03-31,"Unknown","Nevada",NA,103,0
2020-04-01,"Unknown","Nevada",NA,131,0
2020-04-02,"Unknown","Nevada",NA,142,0
2020-04-04,"Unknown","Nevada",NA,52,0
2020-04-05,"Unknown","Nevada",NA,52,0
2020-04-06,"Unknown","Nevada",NA,32,12
2020-04-08,"Unknown","Nevada",NA,53,6
2020-04-09,"Unknown","Nevada",NA,20,0
2020-04-11,"Unknown","Nevada",NA,0,3
2020-04-14,"Unknown","Nevada",NA,0,9
2020-04-15,"Unknown","Nevada",NA,0,6
2020-04-16,"Unknown","Nevada",NA,16,4
2020-04-17,"Unknown","Nevada",NA,80,0
2020-04-18,"Unknown","Nevada",NA,6,3
2020-04-20,"Unknown","Nevada",NA,34,4
2020-04-21,"Unknown","Nevada",NA,10,0
2020-04-22,"Unknown","Nevada",NA,10,11
2020-04-23,"Unknown","Nevada",NA,1,5
2020-04-24,"Unknown","Nevada",NA,43,5
2020-04-25,"Unknown","Nevada",NA,16,0
2020-04-27,"Unknown","Nevada",NA,0,12
2020-04-28,"Unknown","Nevada",NA,0,5
2020-04-29,"Unknown","Nevada",NA,0,6
2020-04-30,"Unknown","Nevada",NA,0,6
2020-05-01,"Unknown","Nevada",NA,0,10
2020-05-02,"Unknown","Nevada",NA,0,4
2020-05-03,"Unknown","Nevada",NA,0,5
2020-05-04,"Unknown","Nevada",NA,0,2
2020-05-05,"Unknown","Nevada",NA,0,8
2020-05-06,"Unknown","Nevada",NA,0,5
2020-05-07,"Unknown","Nevada",NA,0,4
2020-05-08,"Unknown","Nevada",NA,0,3
2020-05-09,"Unknown","Nevada",NA,0,5
2020-05-11,"Unknown","Nevada",NA,8,6
2020-04-03,"Unknown","Arizona",NA,0,4
2020-04-04,"Unknown","Arizona",NA,0,2
2020-04-05,"Unknown","Arizona",NA,0,9
2020-04-06,"Unknown","Arizona",NA,0,10
2020-04-07,"Unknown","Arizona",NA,0,12
2020-04-10,"Unknown","Arizona",NA,0,5
2020-04-11,"Unknown","Arizona",NA,0,5
2020-04-12,"Unknown","Arizona",NA,0,1
2020-04-13,"Unknown","Arizona",NA,0,1
2020-04-14,"Unknown","Arizona",NA,0,1
2020-03-22,"Unknown","Florida",NA,1,0
2020-03-23,"Unknown","Florida",NA,1,0
2020-03-24,"Unknown","Florida",NA,1,0
2020-03-25,"Unknown","Florida",NA,1,0
2020-03-26,"Unknown","Florida",NA,1,0
2020-03-27,"Unknown","Florida",NA,1,0
2020-03-28,"Unknown","Florida",NA,1,0
2020-03-29,"Unknown","Florida",NA,1,0
2020-03-30,"Unknown","Florida",NA,1,0
2020-03-31,"Unknown","Florida",NA,2,0
2020-04-01,"Unknown","Florida",NA,3,0
2020-04-02,"Unknown","Florida",NA,9,0
2020-04-03,"Unknown","Florida",NA,10,0
2020-04-04,"Unknown","Florida",NA,10,0
2020-04-05,"Unknown","Florida",NA,4,0
2020-04-06,"Unknown","Florida",NA,5,0
2020-04-07,"Unknown","Florida",NA,2,0
2020-04-08,"Unknown","Florida",NA,2,0
2020-04-09,"Unknown","Florida",NA,2,0
2020-04-10,"Unknown","Florida",NA,2,0
2020-04-11,"Unknown","Florida",NA,2,0
2020-04-12,"Unknown","Florida",NA,2,0
2020-04-13,"Unknown","Florida",NA,1,0
2020-04-14,"Unknown","Florida",NA,3,0
2020-04-16,"Unknown","Florida",NA,3,0
2020-04-17,"Unknown","Florida",NA,4,0
2020-04-18,"Unknown","Florida",NA,3,0
2020-04-19,"Unknown","Florida",NA,3,0
2020-04-20,"Unknown","Florida",NA,3,0
2020-04-21,"Unknown","Florida",NA,4,0
2020-04-22,"Unknown","Florida",NA,0,34
2020-04-23,"Unknown","Florida",NA,8,0
2020-04-25,"Unknown","Florida",NA,1,0
2020-04-27,"Unknown","Florida",NA,1,0
2020-04-28,"Unknown","Florida",NA,4,0
2020-04-29,"Unknown","Florida",NA,7,0
2020-04-30,"Unknown","Florida",NA,7,0
2020-05-01,"Unknown","Florida",NA,8,0
2020-05-02,"Unknown","Florida",NA,9,0
2020-05-03,"Unknown","Florida",NA,12,0
2020-05-04,"Unknown","Florida",NA,12,0
2020-05-05,"Unknown","Florida",NA,14,0
2020-05-06,"Unknown","Florida",NA,31,0
2020-05-07,"Unknown","Florida",NA,33,0
2020-05-08,"Unknown","Florida",NA,33,0
2020-05-09,"Unknown","Florida",NA,49,0
2020-05-10,"Unknown","Florida",NA,50,0
2020-05-11,"Unknown","Florida",NA,50,0
2020-03-20,"Unknown","Georgia",NA,6,0
2020-03-21,"Unknown","Georgia",NA,27,0
2020-03-22,"Unknown","Georgia",NA,27,2
2020-03-23,"Unknown","Georgia",NA,46,2
2020-03-24,"Unknown","Georgia",NA,79,6
2020-03-25,"Unknown","Georgia",NA,160,14
2020-03-26,"Unknown","Georgia",NA,178,23
2020-03-27,"Unknown","Georgia",NA,217,5
2020-03-28,"Unknown","Georgia",NA,229,2
2020-03-29,"Unknown","Georgia",NA,228,2
2020-03-30,"Unknown","Georgia",NA,114,2
2020-03-31,"Unknown","Georgia",NA,191,2
2020-04-01,"Unknown","Georgia",NA,485,2
2020-04-02,"Unknown","Georgia",NA,665,4
2020-04-03,"Unknown","Georgia",NA,264,4
2020-04-04,"Unknown","Georgia",NA,88,4
2020-04-05,"Unknown","Georgia",NA,283,5
2020-04-06,"Unknown","Georgia",NA,309,5
2020-04-07,"Unknown","Georgia",NA,441,6
2020-04-08,"Unknown","Georgia",NA,871,9
2020-04-09,"Unknown","Georgia",NA,951,8
2020-04-10,"Unknown","Georgia",NA,1226,5
2020-04-11,"Unknown","Georgia",NA,1300,4
2020-04-12,"Unknown","Georgia",NA,613,0
2020-04-13,"Unknown","Georgia",NA,560,0
2020-04-14,"Unknown","Georgia",NA,287,0
2020-04-15,"Unknown","Georgia",NA,136,0
2020-04-16,"Unknown","Georgia",NA,212,0
2020-04-17,"Unknown","Georgia",NA,264,0
2020-04-18,"Unknown","Georgia",NA,245,0
2020-04-19,"Unknown","Georgia",NA,257,0
2020-04-20,"Unknown","Georgia",NA,296,2
2020-04-21,"Unknown","Georgia",NA,483,0
2020-04-22,"Unknown","Georgia",NA,576,0
2020-04-23,"Unknown","Georgia",NA,361,0
2020-04-24,"Unknown","Georgia",NA,447,0
2020-04-25,"Unknown","Georgia",NA,608,1
2020-04-26,"Unknown","Georgia",NA,622,0
2020-04-27,"Unknown","Georgia",NA,600,2
2020-04-28,"Unknown","Georgia",NA,268,0
2020-04-30,"Unknown","Georgia",NA,395,0
2020-05-01,"Unknown","Georgia",NA,647,0
2020-05-02,"Unknown","Georgia",NA,652,0
2020-05-03,"Unknown","Georgia",NA,694,0
2020-05-04,"Unknown","Georgia",NA,703,3
2020-05-05,"Unknown","Georgia",NA,617,0
2020-05-06,"Unknown","Georgia",NA,529,0
2020-05-07,"Unknown","Georgia",NA,852,0
2020-05-08,"Unknown","Georgia",NA,853,0
2020-05-09,"Unknown","Georgia",NA,750,0
2020-05-10,"Unknown","Georgia",NA,1004,2
2020-05-11,"Unknown","Georgia",NA,914,2
2020-03-31,"Unknown","Indiana",NA,2,0
2020-04-01,"Unknown","Indiana",NA,2,0
2020-03-23,"Unknown","Vermont",NA,23,0
2020-03-24,"Unknown","Vermont",NA,23,5
2020-03-25,"Unknown","Vermont",NA,23,0
2020-03-26,"Unknown","Vermont",NA,23,2
2020-03-27,"Unknown","Vermont",NA,23,3
2020-03-28,"Unknown","Vermont",NA,23,5
2020-03-29,"Unknown","Vermont",NA,23,5
2020-03-30,"Unknown","Vermont",NA,23,5
2020-03-31,"Unknown","Vermont",NA,23,6
2020-04-01,"Unknown","Vermont",NA,23,9
2020-04-02,"Unknown","Vermont",NA,8,10
2020-04-03,"Unknown","Vermont",NA,6,10
2020-04-04,"Unknown","Vermont",NA,12,13
2020-04-05,"Unknown","Vermont",NA,13,15
2020-04-06,"Unknown","Vermont",NA,21,16
2020-04-07,"Unknown","Vermont",NA,3,16
2020-04-08,"Unknown","Vermont",NA,8,0
2020-04-09,"Unknown","Vermont",NA,8,0
2020-04-10,"Unknown","Vermont",NA,26,1
2020-04-11,"Unknown","Vermont",NA,11,0
2020-04-12,"Unknown","Vermont",NA,11,0
2020-04-13,"Unknown","Vermont",NA,8,0
2020-04-14,"Unknown","Vermont",NA,8,0
2020-04-15,"Unknown","Vermont",NA,12,0
2020-04-16,"Unknown","Vermont",NA,9,0
2020-04-17,"Unknown","Vermont",NA,10,0
2020-04-18,"Unknown","Vermont",NA,10,0
2020-04-19,"Unknown","Vermont",NA,10,0
2020-04-20,"Unknown","Vermont",NA,11,0
2020-04-21,"Unknown","Vermont",NA,3,0
2020-04-22,"Unknown","Vermont",NA,3,0
2020-04-23,"Unknown","Vermont",NA,3,0
2020-04-24,"Unknown","Vermont",NA,3,0
2020-04-25,"Unknown","Vermont",NA,5,0
2020-04-26,"Unknown","Vermont",NA,5,0
2020-04-27,"Unknown","Vermont",NA,3,0
2020-04-28,"Unknown","Vermont",NA,3,0
2020-04-29,"Unknown","Vermont",NA,3,0
2020-04-30,"Unknown","Vermont",NA,3,0
2020-05-01,"Unknown","Vermont",NA,3,0
2020-05-02,"Unknown","Vermont",NA,3,0
2020-05-03,"Unknown","Vermont",NA,4,0
2020-05-04,"Unknown","Vermont",NA,4,0
2020-05-05,"Unknown","Vermont",NA,4,0
2020-05-06,"Unknown","Vermont",NA,4,0
2020-05-07,"Unknown","Vermont",NA,4,0
2020-05-08,"Unknown","Vermont",NA,4,0
2020-05-09,"Unknown","Vermont",NA,4,0
2020-05-10,"Unknown","Vermont",NA,4,0
2020-05-11,"Unknown","Vermont",NA,4,0
2020-03-20,"Unknown","Arkansas",NA,19,0
2020-03-21,"Unknown","Arkansas",NA,21,0
2020-03-22,"Unknown","Arkansas",NA,27,0
2020-03-23,"Unknown","Arkansas",NA,61,0
2020-03-24,"Unknown","Arkansas",NA,61,0
2020-03-25,"Unknown","Arkansas",NA,61,0
2020-03-26,"Unknown","Arkansas",NA,61,1
2020-03-27,"Unknown","Arkansas",NA,61,1
2020-03-28,"Unknown","Arkansas",NA,61,2
2020-03-29,"Unknown","Arkansas",NA,61,3
2020-03-30,"Unknown","Arkansas",NA,61,4
2020-03-31,"Unknown","Arkansas",NA,61,5
2020-04-01,"Unknown","Arkansas",NA,61,5
2020-04-02,"Unknown","Arkansas",NA,10,1
2020-04-03,"Unknown","Arkansas",NA,13,1
2020-04-04,"Unknown","Arkansas",NA,12,1
2020-04-05,"Unknown","Arkansas",NA,14,1
2020-04-06,"Unknown","Arkansas",NA,11,0
2020-04-07,"Unknown","Arkansas",NA,11,0
2020-04-08,"Unknown","Arkansas",NA,13,0
2020-04-09,"Unknown","Arkansas",NA,14,0
2020-04-10,"Unknown","Arkansas",NA,16,0
2020-04-11,"Unknown","Arkansas",NA,19,0
